student_id,year,policy,demographic,overall_satisfaction,academic_satisfaction,social_satisfaction,diversity_satisfaction,career_prep_satisfaction
1370,2020,Race-Conscious Admissions,White,2,3,2,3,2
1371,2020,Race-Conscious Admissions,Other,3,3,2,3,3
1372,2020,Race-Conscious Admissions,White,2,1,1,4,4
1373,2020,Race-Conscious Admissions,Asian,1,5,2,4,1
1374,2020,Race-Conscious Admissions,Asian,3,4,2,4,2
1375,2020,Race-Conscious Admissions,White,3,4,2,3,3
1376,2020,Race-Conscious Admissions,White,2,2,4,3,1
1377,2020,Race-Conscious Admissions,Asian,3,3,1,1,5
1378,2020,Race-Conscious Admissions,Hispanic,2,1,1,4,3
1379,2020,Race-Conscious Admissions,Asian,4,5,3,5,3
1380,2020,Race-Conscious Admissions,White,4,2,5,3,5
1381,2020,Race-Conscious Admissions,White,3,4,2,3,3
1382,2020,Race-Conscious Admissions,Asian,2,1,2,3,3
1383,2020,Race-Conscious Admissions,Black,2,1,2,3,4
1384,2020,Race-Conscious Admissions,Hispanic,3,2,2,5,1
1385,2020,Race-Conscious Admissions,Asian,2,2,1,3,1
1386,2020,Race-Conscious Admissions,White,3,3,1,3,4
1387,2020,Race-Conscious Admissions,Asian,3,3,1,3,5
1388,2020,Race-Conscious Admissions,Asian,3,4,3,3,2
1389,2020,Race-Conscious Admissions,White,4,5,2,4,4
1390,2020,Race-Conscious Admissions,White,3,2,5,5,1
1391,2020,Race-Conscious Admissions,Black,2,3,2,2,1
1392,2020,Race-Conscious Admissions,Black,1,1,1,1,1
1393,2020,Race-Conscious Admissions,White,4,5,2,3,4
1394,2020,Race-Conscious Admissions,Asian,3,3,3,3,3
1395,2020,Race-Conscious Admissions,Hispanic,3,1,2,5,4
1396,2020,Race-Conscious Admissions,Asian,3,4,3,4,1
1397,2020,Race-Conscious Admissions,White,2,1,2,5,1
1398,2020,Race-Conscious Admissions,White,2,2,2,2,3
1399,2020,Race-Conscious Admissions,White,4,5,5,3,3
1400,2020,Race-Conscious Admissions,White,2,3,2,2,2
1401,2020,Race-Conscious Admissions,White,3,1,3,5,2
1402,2020,Race-Conscious Admissions,Asian,3,4,3,3,4
1403,2020,Race-Conscious Admissions,White,2,3,3,3,1
1404,2020,Race-Conscious Admissions,Hispanic,2,1,2,4,3
1405,2020,Race-Conscious Admissions,Asian,1,5,1,2,1
1406,2020,Race-Conscious Admissions,Asian,2,3,1,3,1
1407,2020,Race-Conscious Admissions,Asian,3,2,2,3,4
1408,2020,Race-Conscious Admissions,Hispanic,1,1,1,2,1
1409,2020,Race-Conscious Admissions,White,4,5,1,4,5
1410,2020,Race-Conscious Admissions,Asian,2,3,1,3,2
1411,2020,Race-Conscious Admissions,Hispanic,3,1,2,5,4
1412,2020,Race-Conscious Admissions,White,2,2,2,3,3
1413,2020,Race-Conscious Admissions,Black,4,3,5,3,4
1414,2020,Race-Conscious Admissions,White,2,1,2,4,4
1415,2020,Race-Conscious Admissions,Asian,3,5,2,2,3
1416,2020,Race-Conscious Admissions,Asian,3,5,1,3,4
1417,2020,Race-Conscious Admissions,Asian,3,3,3,5,2
1418,2020,Race-Conscious Admissions,Hispanic,3,1,3,3,4
1419,2020,Race-Conscious Admissions,Hispanic,4,4,3,4,5
1420,2020,Race-Conscious Admissions,White,2,2,1,3,3
1421,2020,Race-Conscious Admissions,White,2,2,1,3,3
1422,2020,Race-Conscious Admissions,White,4,5,3,4,3
1423,2020,Race-Conscious Admissions,White,3,2,3,5,1
1424,2020,Race-Conscious Admissions,White,2,4,1,3,1
1425,2020,Race-Conscious Admissions,Asian,1,1,1,4,1
1426,2020,Race-Conscious Admissions,White,3,3,4,4,1
1427,2020,Race-Conscious Admissions,White,3,3,3,3,2
1428,2020,Race-Conscious Admissions,Asian,4,2,3,3,5
1429,2020,Race-Conscious Admissions,White,4,3,5,4,4
1430,2020,Race-Conscious Admissions,Asian,2,4,1,4,1
1431,2020,Race-Conscious Admissions,White,3,4,5,2,2
1432,2020,Race-Conscious Admissions,Asian,3,3,1,4,5
1433,2020,Race-Conscious Admissions,Hispanic,2,2,2,2,1
1434,2020,Race-Conscious Admissions,Hispanic,4,5,3,3,2
1435,2020,Race-Conscious Admissions,Hispanic,3,3,1,1,5
1436,2020,Race-Conscious Admissions,Black,4,5,4,4,4
1437,2020,Race-Conscious Admissions,Black,2,4,2,3,1
1438,2020,Race-Conscious Admissions,White,3,5,1,2,3
1439,2020,Race-Conscious Admissions,White,4,4,3,2,5
1440,2020,Race-Conscious Admissions,Asian,3,1,3,3,5
1441,2020,Race-Conscious Admissions,White,3,1,3,5,4
1442,2020,Race-Conscious Admissions,White,4,3,5,4,5
1443,2020,Race-Conscious Admissions,Asian,3,3,2,3,2
1444,2020,Race-Conscious Admissions,Asian,3,5,2,3,1
1445,2020,Race-Conscious Admissions,White,3,3,3,3,3
1446,2020,Race-Conscious Admissions,White,2,2,1,4,2
1447,2020,Race-Conscious Admissions,Hispanic,2,4,1,3,1
1448,2020,Race-Conscious Admissions,White,1,1,1,4,1
1449,2020,Race-Conscious Admissions,Black,3,4,2,4,4
1450,2020,Race-Conscious Admissions,Asian,2,2,1,3,1
1451,2020,Race-Conscious Admissions,Asian,2,1,2,2,4
1452,2020,Race-Conscious Admissions,Asian,2,4,1,3,1
1453,2020,Race-Conscious Admissions,White,4,3,4,3,5
1454,2020,Race-Conscious Admissions,Hispanic,3,5,1,3,3
1455,2020,Race-Conscious Admissions,White,2,4,2,5,1
1456,2020,Race-Conscious Admissions,Asian,2,3,1,4,1
1457,2020,Race-Conscious Admissions,Asian,2,1,1,4,2
1458,2020,Race-Conscious Admissions,White,2,2,2,2,4
1459,2020,Race-Conscious Admissions,Asian,1,2,1,2,1
1460,2020,Race-Conscious Admissions,Black,2,3,1,5,1
1461,2020,Race-Conscious Admissions,White,3,4,1,5,1
1462,2020,Race-Conscious Admissions,Hispanic,3,3,3,3,3
1463,2020,Race-Conscious Admissions,Asian,3,3,2,4,5
1464,2020,Race-Conscious Admissions,Hispanic,3,2,3,4,4
1465,2020,Race-Conscious Admissions,Asian,3,4,1,2,4
1466,2020,Race-Conscious Admissions,White,3,1,2,5,4
1467,2020,Race-Conscious Admissions,Asian,4,2,5,3,4
1468,2020,Race-Conscious Admissions,White,1,1,1,3,1
1469,2020,Race-Conscious Admissions,Black,2,1,1,3,4
1470,2020,Race-Conscious Admissions,White,5,5,5,1,5
1471,2020,Race-Conscious Admissions,Asian,4,4,4,4,3
1472,2020,Race-Conscious Admissions,Other,2,4,2,3,1
1473,2020,Race-Conscious Admissions,Black,2,1,1,3,3
1474,2020,Race-Conscious Admissions,White,3,2,3,2,3
1475,2020,Race-Conscious Admissions,Hispanic,3,4,3,3,4
1476,2020,Race-Conscious Admissions,White,1,1,1,2,2
1477,2020,Race-Conscious Admissions,White,3,5,2,2,5
1478,2020,Race-Conscious Admissions,Hispanic,2,1,3,5,1
1479,2020,Race-Conscious Admissions,White,3,2,3,3,5
1480,2020,Race-Conscious Admissions,White,3,5,1,2,2
1481,2020,Race-Conscious Admissions,White,2,4,4,2,1
1482,2020,Race-Conscious Admissions,White,3,3,2,4,2
1483,2020,Race-Conscious Admissions,Hispanic,2,3,1,3,3
1484,2020,Race-Conscious Admissions,Hispanic,2,1,1,4,3
1485,2020,Race-Conscious Admissions,Asian,4,5,3,2,4
1486,2020,Race-Conscious Admissions,White,3,4,3,3,2
1487,2020,Race-Conscious Admissions,Black,3,1,4,3,2
1488,2020,Race-Conscious Admissions,Black,3,4,1,4,5
1489,2020,Race-Conscious Admissions,Black,3,1,4,3,3
1490,2020,Race-Conscious Admissions,White,3,5,2,4,1
1491,2020,Race-Conscious Admissions,White,3,2,2,2,5
1492,2020,Race-Conscious Admissions,White,3,3,2,3,3
1493,2020,Race-Conscious Admissions,White,3,4,2,3,4
1494,2020,Race-Conscious Admissions,White,1,2,1,4,1
1495,2020,Race-Conscious Admissions,Hispanic,4,4,4,4,4
1496,2020,Race-Conscious Admissions,White,4,5,1,3,4
1497,2020,Race-Conscious Admissions,White,3,3,2,4,3
1498,2020,Race-Conscious Admissions,Asian,2,3,4,3,1
1499,2020,Race-Conscious Admissions,White,2,1,2,3,3
1500,2020,Race-Conscious Admissions,White,4,5,3,3,5
1501,2020,Race-Conscious Admissions,Asian,2,3,2,2,1
1502,2020,Race-Conscious Admissions,Hispanic,3,5,3,2,1
1503,2020,Race-Conscious Admissions,White,3,3,3,4,2
1504,2020,Race-Conscious Admissions,White,3,4,1,3,5
1505,2020,Race-Conscious Admissions,Black,3,1,3,3,5
1506,2020,Race-Conscious Admissions,Asian,2,4,1,4,3
1507,2020,Race-Conscious Admissions,Hispanic,3,5,1,2,3
1508,2020,Race-Conscious Admissions,White,3,1,3,4,4
1509,2020,Race-Conscious Admissions,Asian,1,4,1,4,1
1510,2020,Race-Conscious Admissions,Asian,2,2,1,2,2
1511,2020,Race-Conscious Admissions,Hispanic,1,1,2,4,1
1512,2020,Race-Conscious Admissions,Hispanic,4,2,4,5,4
1513,2020,Race-Conscious Admissions,Asian,1,1,1,3,2
1514,2020,Race-Conscious Admissions,White,4,4,1,5,5
1515,2020,Race-Conscious Admissions,White,3,4,2,1,4
1516,2020,Race-Conscious Admissions,White,2,1,3,3,4
1517,2020,Race-Conscious Admissions,Hispanic,3,1,2,3,5
1518,2020,Race-Conscious Admissions,Hispanic,3,3,3,4,4
1519,2020,Race-Conscious Admissions,White,3,5,1,3,2
1520,2020,Race-Conscious Admissions,Black,4,3,3,3,5
1521,2020,Race-Conscious Admissions,Hispanic,3,4,2,3,2
1522,2020,Race-Conscious Admissions,White,3,2,1,3,5
1523,2020,Race-Conscious Admissions,White,4,5,2,3,5
1524,2020,Race-Conscious Admissions,White,1,1,2,2,1
1525,2020,Race-Conscious Admissions,Black,3,2,2,3,5
1526,2020,Race-Conscious Admissions,White,3,5,2,2,2
1527,2020,Race-Conscious Admissions,Asian,4,5,3,3,4
1528,2020,Race-Conscious Admissions,White,2,2,1,3,1
1529,2020,Race-Conscious Admissions,Asian,1,2,1,3,1
1530,2020,Race-Conscious Admissions,Asian,3,5,3,4,1
1531,2020,Race-Conscious Admissions,White,3,3,1,4,4
1532,2020,Race-Conscious Admissions,White,4,3,1,3,5
1533,2020,Race-Conscious Admissions,White,3,2,4,5,3
1534,2020,Race-Conscious Admissions,White,1,3,1,2,1
1535,2020,Race-Conscious Admissions,White,2,1,3,3,1
1536,2020,Race-Conscious Admissions,Black,2,1,2,3,2
1537,2020,Race-Conscious Admissions,White,3,3,1,3,4
1538,2020,Race-Conscious Admissions,Asian,3,1,2,3,4
1539,2020,Race-Conscious Admissions,White,4,3,3,5,5
1540,2020,Race-Conscious Admissions,White,3,3,3,1,5
1541,2020,Race-Conscious Admissions,Asian,4,5,1,4,1
1542,2020,Race-Conscious Admissions,White,2,2,1,2,1
1543,2020,Race-Conscious Admissions,White,2,3,1,4,2
1544,2020,Race-Conscious Admissions,White,3,1,2,5,2
1545,2020,Race-Conscious Admissions,White,3,4,2,4,1
1546,2020,Race-Conscious Admissions,White,3,1,5,5,3
1547,2020,Race-Conscious Admissions,White,2,4,2,4,1
1548,2020,Race-Conscious Admissions,Asian,3,1,1,3,5
1549,2020,Race-Conscious Admissions,Black,2,3,4,1,1
1550,2020,Race-Conscious Admissions,Black,2,1,4,4,2
1551,2020,Race-Conscious Admissions,Asian,2,1,1,4,2
1552,2020,Race-Conscious Admissions,Asian,3,3,1,4,5
1553,2020,Race-Conscious Admissions,White,2,4,1,3,3
1554,2020,Race-Conscious Admissions,Asian,3,1,2,4,5
1555,2020,Race-Conscious Admissions,Hispanic,3,3,3,3,3
1556,2020,Race-Conscious Admissions,White,4,5,4,4,5
1557,2020,Race-Conscious Admissions,White,2,1,2,4,4
1558,2020,Race-Conscious Admissions,White,2,2,1,3,5
1559,2020,Race-Conscious Admissions,Hispanic,1,1,4,3,1
1560,2020,Race-Conscious Admissions,White,4,1,2,4,5
1561,2020,Race-Conscious Admissions,Hispanic,3,4,2,3,3
1562,2020,Race-Conscious Admissions,White,4,5,1,5,5
1563,2020,Race-Conscious Admissions,Hispanic,2,2,1,2,3
1564,2020,Race-Conscious Admissions,Other,3,4,3,3,3
1565,2020,Race-Conscious Admissions,Asian,4,5,3,4,4
1566,2020,Race-Conscious Admissions,White,2,1,1,3,3
1567,2020,Race-Conscious Admissions,Black,3,4,1,2,5
1568,2020,Race-Conscious Admissions,Hispanic,4,4,4,4,5
1569,2020,Race-Conscious Admissions,Hispanic,3,1,4,3,4
1570,2020,Race-Conscious Admissions,Other,3,4,3,4,1
1571,2020,Race-Conscious Admissions,White,3,5,4,2,2
1572,2020,Race-Conscious Admissions,Hispanic,3,5,2,4,1
1573,2020,Race-Conscious Admissions,White,1,1,4,2,1
1574,2020,Race-Conscious Admissions,Black,1,2,1,3,1
1575,2020,Race-Conscious Admissions,Black,2,2,3,3,3
1576,2020,Race-Conscious Admissions,White,3,5,2,4,1
1577,2020,Race-Conscious Admissions,White,3,3,2,4,1
1578,2020,Race-Conscious Admissions,Asian,3,3,5,2,3
1579,2020,Race-Conscious Admissions,Hispanic,3,4,3,3,4
1580,2020,Race-Conscious Admissions,Black,3,3,3,4,2
1581,2020,Race-Conscious Admissions,Hispanic,3,4,2,4,2
1582,2020,Race-Conscious Admissions,White,3,3,1,3,3
1583,2020,Race-Conscious Admissions,Asian,3,4,2,4,4
1584,2020,Race-Conscious Admissions,White,2,1,1,4,5
1585,2020,Race-Conscious Admissions,White,1,2,2,2,1
1586,2020,Race-Conscious Admissions,Asian,3,4,2,4,1
1587,2020,Race-Conscious Admissions,White,3,1,1,4,4
1588,2020,Race-Conscious Admissions,Asian,4,5,2,4,4
1589,2020,Race-Conscious Admissions,White,3,1,2,2,5
1590,2020,Race-Conscious Admissions,Hispanic,2,2,2,3,1
1591,2020,Race-Conscious Admissions,Black,1,1,3,3,1
1592,2020,Race-Conscious Admissions,White,3,1,2,4,5
1593,2020,Race-Conscious Admissions,White,3,3,3,4,3
1594,2020,Race-Conscious Admissions,Asian,2,1,3,3,1
1595,2020,Race-Conscious Admissions,White,2,3,1,2,3
1596,2020,Race-Conscious Admissions,White,3,4,3,4,1
1597,2020,Race-Conscious Admissions,White,4,5,2,4,2
1598,2020,Race-Conscious Admissions,White,3,5,1,4,3
1599,2020,Race-Conscious Admissions,White,2,2,1,4,3
1600,2020,Race-Conscious Admissions,Black,2,1,3,2,4
1601,2020,Race-Conscious Admissions,White,3,5,4,2,1
1602,2020,Race-Conscious Admissions,White,3,2,3,3,5
1603,2020,Race-Conscious Admissions,Hispanic,4,4,1,5,5
1604,2020,Race-Conscious Admissions,Asian,2,5,1,1,2
1605,2020,Race-Conscious Admissions,White,3,4,1,3,3
1606,2020,Race-Conscious Admissions,White,3,2,3,5,4
1607,2020,Race-Conscious Admissions,White,3,3,2,4,3
1608,2020,Race-Conscious Admissions,Asian,2,3,1,3,3
1609,2020,Race-Conscious Admissions,Asian,3,5,4,3,1
1610,2020,Race-Conscious Admissions,Asian,2,1,3,4,1
1611,2020,Race-Conscious Admissions,White,2,4,1,5,1
1612,2020,Race-Conscious Admissions,Asian,3,5,1,2,4
1613,2020,Race-Conscious Admissions,Asian,4,2,2,3,5
1614,2020,Race-Conscious Admissions,Asian,2,1,3,3,3
1615,2020,Race-Conscious Admissions,White,4,4,1,4,5
1616,2020,Race-Conscious Admissions,White,3,1,3,4,3
1617,2020,Race-Conscious Admissions,Black,3,3,3,5,3
1618,2020,Race-Conscious Admissions,Black,2,2,2,4,2
1619,2020,Race-Conscious Admissions,Asian,3,1,5,2,2
1620,2020,Race-Conscious Admissions,Hispanic,3,2,4,4,1
1621,2020,Race-Conscious Admissions,Asian,3,5,3,2,1
1622,2020,Race-Conscious Admissions,White,2,4,3,3,1
1623,2020,Race-Conscious Admissions,Hispanic,4,4,3,1,5
1624,2020,Race-Conscious Admissions,Asian,3,2,3,5,3
1625,2020,Race-Conscious Admissions,White,1,2,1,4,1
1626,2020,Race-Conscious Admissions,White,2,1,1,4,4
1627,2020,Race-Conscious Admissions,White,4,5,1,3,5
1628,2020,Race-Conscious Admissions,Black,4,5,2,4,2
1629,2020,Race-Conscious Admissions,Black,4,3,4,3,5
1630,2020,Race-Conscious Admissions,White,3,3,3,2,5
1631,2020,Race-Conscious Admissions,Asian,4,4,1,3,5
1632,2020,Race-Conscious Admissions,Hispanic,2,2,3,3,1
1633,2020,Race-Conscious Admissions,Hispanic,3,4,2,3,3
1634,2020,Race-Conscious Admissions,White,3,5,1,3,2
1635,2020,Race-Conscious Admissions,Black,1,1,1,3,2
1636,2020,Race-Conscious Admissions,White,3,3,2,3,4
1637,2020,Race-Conscious Admissions,White,2,1,5,3,1
1638,2020,Race-Conscious Admissions,White,5,5,4,5,5
1639,2020,Race-Conscious Admissions,Black,2,2,1,3,2
1640,2020,Race-Conscious Admissions,Asian,4,4,3,3,4
1641,2020,Race-Conscious Admissions,Hispanic,3,5,1,4,2
1642,2020,Race-Conscious Admissions,Asian,3,3,2,2,2
1643,2020,Race-Conscious Admissions,Hispanic,4,4,3,4,4
1644,2020,Race-Conscious Admissions,Asian,4,4,3,2,5
1645,2020,Race-Conscious Admissions,Black,3,2,3,3,2
1646,2020,Race-Conscious Admissions,White,2,2,3,1,1
1647,2020,Race-Conscious Admissions,White,2,3,1,4,1
1648,2020,Race-Conscious Admissions,Hispanic,4,5,5,5,1
1649,2020,Race-Conscious Admissions,Hispanic,2,1,1,2,4
1650,2020,Race-Conscious Admissions,White,3,5,1,3,5
1651,2020,Race-Conscious Admissions,White,2,1,1,3,3
1652,2020,Race-Conscious Admissions,White,2,1,4,3,1
1653,2020,Race-Conscious Admissions,Hispanic,4,4,5,3,5
1654,2020,Race-Conscious Admissions,Hispanic,3,4,2,4,1
1655,2020,Race-Conscious Admissions,White,2,1,4,4,1
1656,2020,Race-Conscious Admissions,Asian,4,5,1,3,4
1657,2020,Race-Conscious Admissions,Hispanic,3,5,3,4,1
1658,2020,Race-Conscious Admissions,Hispanic,2,4,1,3,1
1659,2020,Race-Conscious Admissions,Black,3,4,2,4,3
1660,2020,Race-Conscious Admissions,White,3,3,3,4,3
1661,2020,Race-Conscious Admissions,Asian,3,4,1,3,5
1662,2020,Race-Conscious Admissions,White,3,4,2,3,5
1663,2020,Race-Conscious Admissions,Black,3,2,3,3,2
1664,2020,Race-Conscious Admissions,White,3,3,1,3,4
1665,2020,Race-Conscious Admissions,Asian,3,3,3,5,3
1666,2020,Race-Conscious Admissions,Black,3,4,5,4,1
1667,2020,Race-Conscious Admissions,Asian,2,3,1,3,1
1668,2020,Race-Conscious Admissions,Asian,3,5,1,4,3
1669,2020,Race-Conscious Admissions,White,2,2,2,3,1
1670,2020,Race-Conscious Admissions,Asian,4,3,1,3,5
1671,2020,Race-Conscious Admissions,White,2,2,2,4,1
1672,2020,Race-Conscious Admissions,Asian,2,1,3,4,1
1673,2020,Race-Conscious Admissions,Asian,3,5,1,5,3
1674,2020,Race-Conscious Admissions,White,2,2,2,2,3
1675,2020,Race-Conscious Admissions,Asian,4,3,2,3,5
1676,2020,Race-Conscious Admissions,White,2,2,2,4,1
1677,2020,Race-Conscious Admissions,Asian,4,4,3,4,5
1678,2020,Race-Conscious Admissions,Hispanic,2,1,3,3,2
1679,2020,Race-Conscious Admissions,Asian,2,3,3,3,1
1680,2020,Race-Conscious Admissions,White,2,1,5,5,1
1681,2020,Race-Conscious Admissions,White,1,1,1,3,1
1682,2020,Race-Conscious Admissions,Black,3,4,2,5,2
1683,2020,Race-Conscious Admissions,White,3,1,5,5,1
1684,2020,Race-Conscious Admissions,Asian,2,2,2,3,1
1685,2020,Race-Conscious Admissions,Hispanic,4,5,5,3,1
1686,2020,Race-Conscious Admissions,Asian,3,1,1,5,5
1687,2020,Race-Conscious Admissions,White,2,2,3,4,1
1688,2020,Race-Conscious Admissions,Other,3,2,1,4,4
1689,2020,Race-Conscious Admissions,Hispanic,3,4,1,3,2
1690,2020,Race-Conscious Admissions,White,2,1,2,3,2
1691,2020,Race-Conscious Admissions,White,3,4,2,3,3
1692,2020,Race-Conscious Admissions,Hispanic,3,4,2,3,4
1693,2020,Race-Conscious Admissions,Asian,5,5,4,3,5
1694,2020,Race-Conscious Admissions,Black,2,3,1,2,3
1695,2020,Race-Conscious Admissions,Hispanic,2,2,1,3,1
1696,2020,Race-Conscious Admissions,Other,4,5,2,5,1
1697,2020,Race-Conscious Admissions,White,5,5,2,3,5
1698,2020,Race-Conscious Admissions,Black,3,4,2,4,3
1699,2020,Race-Conscious Admissions,White,2,3,2,3,1
1700,2020,Race-Conscious Admissions,Black,3,5,4,3,1
1701,2020,Race-Conscious Admissions,Asian,2,1,4,3,1
1702,2020,Race-Conscious Admissions,Black,4,2,3,3,5
1703,2020,Race-Conscious Admissions,White,3,1,2,4,5
1704,2020,Race-Conscious Admissions,White,4,4,3,4,5
1705,2020,Race-Conscious Admissions,Asian,2,1,4,3,1
1706,2020,Race-Conscious Admissions,Black,4,5,2,4,2
1707,2020,Race-Conscious Admissions,Hispanic,2,1,2,4,4
1708,2020,Race-Conscious Admissions,Asian,3,3,3,2,2
1709,2020,Race-Conscious Admissions,Black,3,1,1,4,5
1710,2020,Race-Conscious Admissions,Hispanic,2,1,3,5,1
1711,2020,Race-Conscious Admissions,Asian,2,4,2,2,1
1712,2020,Race-Conscious Admissions,Asian,1,1,1,4,1
1713,2020,Race-Conscious Admissions,Asian,3,4,3,3,3
1714,2020,Race-Conscious Admissions,Other,3,4,2,4,2
1715,2020,Race-Conscious Admissions,White,2,3,1,2,2
1716,2020,Race-Conscious Admissions,Asian,3,2,1,4,5
1717,2020,Race-Conscious Admissions,Asian,3,4,3,3,1
1718,2020,Race-Conscious Admissions,Black,3,3,2,2,4
1719,2020,Race-Conscious Admissions,Asian,2,2,3,3,2
1720,2020,Race-Conscious Admissions,White,2,3,2,3,1
1721,2020,Race-Conscious Admissions,Black,3,5,3,5,1
1722,2020,Race-Conscious Admissions,White,4,5,3,2,5
1723,2020,Race-Conscious Admissions,Hispanic,4,4,3,5,3
1724,2020,Race-Conscious Admissions,Asian,2,1,2,3,1
1725,2020,Race-Conscious Admissions,White,2,3,2,5,1
1726,2020,Race-Conscious Admissions,White,4,2,4,5,4
1727,2020,Race-Conscious Admissions,Asian,3,5,2,4,1
1728,2020,Race-Conscious Admissions,White,2,2,2,3,1
1729,2020,Race-Conscious Admissions,Asian,2,1,1,3,5
1730,2020,Race-Conscious Admissions,White,3,5,3,3,1
1731,2020,Race-Conscious Admissions,White,1,1,1,3,1
1732,2020,Race-Conscious Admissions,Asian,3,3,4,4,3
1733,2020,Race-Conscious Admissions,White,3,1,2,5,5
1734,2020,Race-Conscious Admissions,White,2,3,1,3,1
1735,2020,Race-Conscious Admissions,Other,2,3,3,4,1
1736,2020,Race-Conscious Admissions,White,4,2,3,3,5
1737,2020,Race-Conscious Admissions,Asian,3,5,2,5,1
1738,2020,Race-Conscious Admissions,White,2,3,1,4,1
1739,2020,Race-Conscious Admissions,White,3,3,3,3,2
1740,2020,Race-Conscious Admissions,White,3,2,3,3,4
1741,2020,Race-Conscious Admissions,Black,4,5,2,3,4
1742,2020,Race-Conscious Admissions,Asian,3,4,5,3,1
1743,2020,Race-Conscious Admissions,Asian,3,5,1,3,3
1744,2020,Race-Conscious Admissions,Black,3,2,3,3,4
1745,2020,Race-Conscious Admissions,White,3,5,3,1,1
1746,2020,Race-Conscious Admissions,White,3,4,1,3,4
1747,2020,Race-Conscious Admissions,Asian,4,5,4,3,2
1748,2020,Race-Conscious Admissions,Black,4,3,2,5,4
1749,2020,Race-Conscious Admissions,White,3,4,3,3,2
1750,2020,Race-Conscious Admissions,White,2,2,1,4,4
1751,2020,Race-Conscious Admissions,White,2,2,2,4,2
1752,2020,Race-Conscious Admissions,Black,3,2,1,3,5
1753,2020,Race-Conscious Admissions,Asian,3,3,1,3,5
1754,2020,Race-Conscious Admissions,Other,2,3,1,3,3
1755,2020,Race-Conscious Admissions,Asian,2,1,3,3,1
1756,2020,Race-Conscious Admissions,White,4,3,1,3,5
1757,2020,Race-Conscious Admissions,White,3,2,3,4,4
1758,2020,Race-Conscious Admissions,White,2,1,3,3,2
1759,2020,Race-Conscious Admissions,White,4,4,3,3,5
1760,2020,Race-Conscious Admissions,White,2,1,1,3,5
1761,2020,Race-Conscious Admissions,Hispanic,1,1,3,2,1
1762,2020,Race-Conscious Admissions,Hispanic,3,5,2,4,1
1763,2020,Race-Conscious Admissions,Asian,1,1,3,2,1
1764,2020,Race-Conscious Admissions,White,4,4,5,3,4
1765,2020,Race-Conscious Admissions,Hispanic,2,1,3,3,3
1766,2020,Race-Conscious Admissions,Asian,1,1,3,2,1
1767,2020,Race-Conscious Admissions,Asian,3,1,3,3,4
1768,2020,Race-Conscious Admissions,Black,2,1,4,3,1
1769,2020,Race-Conscious Admissions,Hispanic,3,5,2,4,2
1770,2020,Race-Conscious Admissions,Asian,4,5,2,2,5
1771,2020,Race-Conscious Admissions,White,3,5,1,4,4
1772,2020,Race-Conscious Admissions,White,3,4,2,4,2
1773,2020,Race-Conscious Admissions,White,2,2,5,2,1
1774,2020,Race-Conscious Admissions,White,4,2,2,5,5
1775,2020,Race-Conscious Admissions,Asian,2,2,1,4,2
1776,2020,Race-Conscious Admissions,White,2,1,2,2,4
1777,2020,Race-Conscious Admissions,Asian,3,3,3,3,2
1778,2020,Race-Conscious Admissions,White,3,3,3,4,3
1779,2020,Race-Conscious Admissions,Asian,1,1,1,4,1
1780,2020,Race-Conscious Admissions,White,3,3,4,4,1
1781,2020,Race-Conscious Admissions,White,2,4,3,3,1
1782,2020,Race-Conscious Admissions,White,2,5,2,3,1
1783,2020,Race-Conscious Admissions,White,4,5,1,2,5
1784,2020,Race-Conscious Admissions,White,3,3,3,3,5
1785,2020,Race-Conscious Admissions,White,1,1,1,3,2
1786,2020,Race-Conscious Admissions,White,4,5,3,3,3
1787,2020,Race-Conscious Admissions,White,2,2,1,3,3
1788,2020,Race-Conscious Admissions,Asian,3,3,2,3,4
1789,2020,Race-Conscious Admissions,White,3,2,3,3,4
1790,2020,Race-Conscious Admissions,White,3,2,4,2,5
1791,2020,Race-Conscious Admissions,Asian,3,4,1,4,4
1792,2020,Race-Conscious Admissions,White,2,2,1,5,1
1793,2020,Race-Conscious Admissions,White,2,2,1,3,2
1794,2020,Race-Conscious Admissions,White,3,3,3,3,5
1795,2020,Race-Conscious Admissions,Hispanic,3,3,3,2,3
1796,2020,Race-Conscious Admissions,Asian,2,3,1,4,3
1797,2020,Race-Conscious Admissions,Asian,2,1,1,3,2
1798,2020,Race-Conscious Admissions,White,2,1,3,4,2
1799,2020,Race-Conscious Admissions,White,3,4,2,4,1
1800,2020,Race-Conscious Admissions,Asian,2,4,1,4,1
1801,2020,Race-Conscious Admissions,Black,3,1,2,5,4
1802,2020,Race-Conscious Admissions,White,3,1,3,3,3
1803,2020,Race-Conscious Admissions,White,2,2,2,3,3
1804,2020,Race-Conscious Admissions,Other,3,3,2,3,3
1805,2020,Race-Conscious Admissions,White,5,2,3,3,5
1806,2020,Race-Conscious Admissions,Asian,1,1,1,4,2
1807,2020,Race-Conscious Admissions,White,4,4,2,2,5
1808,2020,Race-Conscious Admissions,Asian,2,1,3,4,2
1809,2020,Race-Conscious Admissions,Hispanic,3,3,3,4,1
1810,2020,Race-Conscious Admissions,Asian,2,1,1,3,3
1811,2020,Race-Conscious Admissions,Hispanic,2,2,2,5,1
1812,2020,Race-Conscious Admissions,Hispanic,2,1,3,3,2
1813,2020,Race-Conscious Admissions,Asian,4,5,5,3,2
1814,2020,Race-Conscious Admissions,White,2,1,2,4,4
